Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
1688;1;11160;Stockholm;08-50011925;49;52290;2000;Transport & Magasinering;410303;629,93;13540000;28;68489000;-3177
1689;0;17543;Järfälla;08-58024900;49;26110;2000;Tillverkning & Industri;490052;691,18;84779000;177;550904000;158782
1690;0;31322;Oskarström;0345-40900;49;29320;2000;Tillverkning & Industri;367878;516;24280000;66;231107000;7987
1691;0;24138;Eslöv;0413-555300;49;46380;2000;Partihandel;484952;680,1;10184000;21;109064000;33833
1692;1;28350;Osby;0479-15555;49;46499;2000;Partihandel;391692;558,97;15276000;39;109345000;6023
1693;0;28070;Hässleholm;0479-25550;49;22290;2000;Tillverkning & Industri;372421;531,21;14152000;118;156031000;10218
1694;0;41121;Göteborg;031-152640;49;70220;2000;Juridik, Ekonomi & Konsulttjänster;624836;955,9;30617000;73;100131000;-180
1695;0;59722;Åtvidaberg;0120-14830;49;16231;2000;Tillverkning & Industri;302819;407,53;28465000;94;129820000;13903
1696;0;59096;Överum;0493-31164;49;25620;2000;Tillverkning & Industri;430348;647,42;18505000;43;154530000;15712
1697;0;60228;Norrköping;011-231060;49;18122;2000;Tillverkning & Industri;423000;544,2;7191000;15;21746000;-876
1698;0;55593;Jönköping;036-375660;49;28250;2000;Tillverkning & Industri;402700;625,06;28189000;70;159866000;-9651
1699;0;60223;Norrköping;011-129180;49;47523;2000;Detaljhandel;382272;548,68;8410000;22;61075000;3624
1700;0;33027;Värnamo;0370-339900;49;16101;2000;Tillverkning & Industri;419857;591,48;26451000;63;362575000;46825
1701;1;16493;Kista;08-4772700;49;46521;2000;Partihandel;876960;1522,95;21924000;20;39037000;1909
1702;0;10451;Stockholm;08-210200;49;70220;2000;Juridik, Ekonomi & Konsulttjänster;480450;714,73;116269000;242;313491000;36765
1703;0;20180;Malmö;040-6654600;49;70100;2000;Media;339500;482;2037000;402;710531000;304
1704;0;16440;Kista;08-40884490;49;72190;2000;Utbildning, Forskning & Utveckling;2173511;2807,15;658574000;303;5247552000;257343
1705;0;27221;Simrishamn;0414-16050;49;45310;2000;Partihandel;384277;671,19;6917000;26;87391000;6894
1706;0;78433;Borlänge;0243-94500;49;78200;2000;Bemanning & Arbetsförmedling;1094310;1465,1;31735000;29;124072000;5740
1707;0;22660;Lund;046-158510;49;47721;2000;;252823;373,82;4298000;17;17261000;-4899
1708;0;11829;Stockholm;;49;73111;2000;Reklam, Pr & Marknadsundersökning;541951;784,9;22220000;41;254938000;-1101
1709;0;70227;Örebro;019-269000;49;43210;2000;Bygg-, Design- & Inredningsverksamhet;366444;574,45;9894000;29;41310000;2187
1710;0;41755;Göteborg;076-3119743;49;71123;2000;Teknisk Konsultverksamhet;536120;813,27;13403000;26;78885000;12234
1711;0;21532;Malmö;010-7081100;49;70220;2000;Juridik, Ekonomi & Konsulttjänster;401900;602,92;16076000;40;67423000;1035
1712;0;26135;Landskrona;040-107600;49;25110;2000;Tillverkning & Industri;399053;586,16;59858000;150;192573000;1431
1713;0;16751;Bromma;08-50574400;49;62020;2000;Data, IT & Telekommunikation;674428;1074,82;33047000;44;94718000;7891
1714;0;17588;Järfälla;08-58085200;49;25110;2000;Tillverkning & Industri;357818;593,27;7872000;22;25711000;1717
1715;1;17821;Ekerö;08-58886340;49;55202;2000;Hotell & Restaurang;350875;429,73;2807000;22;64001000;3445
1716;0;25005;Helsingborg;042-4957700;49;82200;2000;Företagstjänster;212657;371,26;47210000;195;83093000;3490
1717;0;19637;Kungsängen;08-58352550;49;25620;2000;Tillverkning & Industri;380300;546,4;7606000;20;38835000;1530
1718;0;31195;Falkenberg;0346-22075;49;46220;2000;Partihandel;277352;383,64;4715000;25;35241000;-903
1719;0;89122;Örnsköldsvik;0660-75100;49;72110;2000;Utbildning, Forskning & Utveckling;434930;629,12;18702000;43;44511000;281
1720;1;22460;Lund;046-5900500;49;62020;2000;Data, IT & Telekommunikation;501545;708,48;11034000;25;26282000;3678
1721;0;34134;Ljungby;0372-15540;49;20110;2000;Tillverkning & Industri;463655;780,91;13446000;33;112100000;-5359
1722;0;35236;Växjö;0470-347350;49;62020;2000;Data, IT & Telekommunikation;479525;725,17;28292000;59;70255000;5439
1723;0;13238;Saltsjö-Boo;08-6452060;49;10130;2001;Livsmedelsframställning;299791;414,04;7195000;23;42441000;-1074
1724;1;11143;Stockholm;08-50703500;49;59120;2000;Media;447580;607,48;13875000;25;29161000;752
1725;0;17167;Solna;08-820140;49;43320;2000;Bygg-, Design- & Inredningsverksamhet;358840;645,67;8971000;30;54753000;52
1726;0;35245;Växjö;0470-745450;49;22290;2000;Tillverkning & Industri;355173;563,46;8169000;26;63831000;11036
1727;0;70227;Örebro;019-310900;49;41200;2000;Bygg-, Design- & Inredningsverksamhet;386869;593,22;8898000;27;60797000;0
1728;1;11346;Stockholm;08-51933700;49;71129;2000;Teknisk Konsultverksamhet;687076;906,27;8932000;11;35911000;-602
1729;0;30102;Halmstad;035-176660;49;78200;2001;Bemanning & Arbetsförmedling;60547;511,82;3209000;51;26514000;189
1730;0;60220;Norrköping;011-134330;49;47112;2001;Detaljhandel;236047;293,43;4957000;28;51802000;1464
1731;0;41451;Göteborg;031-3544000;49;50201;2001;;733435;1248,77;28604000;44;1246849000;15932
1732;0;33153;Värnamo;0370-692230;49;25930;2001;Tillverkning & Industri;406814;634,68;21968000;65;188721000;3144
1733;0;11459;Stockholm;08-347420;49;47711;2001;Detaljhandel;380320;715,63;9508000;30;93687000;3085
1734;0;69142;Karlskoga;0586-58210;49;41200;2001;Bygg-, Design- & Inredningsverksamhet;369461;626,38;9606000;26;66506000;3114
1735;0;81833;Valbo;026-133010;49;43320;2001;Bygg-, Design- & Inredningsverksamhet;374857;557,63;13120000;35;139314000;3045
1736;0;27563;Blentarp;0416-24451;49;25620;2001;Tillverkning & Industri;339590;564,81;7471000;26;55185000;4004
1737;0;71134;Lindesberg;0581-13400;49;10890;2001;Livsmedelsframställning;429571;599,37;30070000;70;141360000;-6536
1738;1;21133;Malmö;040-6304630;49;62010;2001;Data, IT & Telekommunikation;395000;624,55;6320000;20;30691000;7577
1739;0;85105;Sundsvall;060-171175;49;69201;2001;Juridik, Ekonomi & Konsulttjänster;399142;603,93;5588000;29;24970000;501
1740;1;82650;Söderhamn;0270-429460;49;62020;2001;Data, IT & Telekommunikation;469428;802,86;3286000;7;9333000;1747
1741;1;12613;Stockholm;08-4427550;49;18122;2001;;441363;609,73;4855000;11;11801000;-1301
1742;1;21124;Malmö;040-294760;49;45191;2001;Motorfordonshandel;587800;884,8;2939000;5;83762000;6206
1743;1;10229;Stockholm;08-4513000;49;70220;2001;Juridik, Ekonomi & Konsulttjänster;721166;1119,73;799053000;1108;4201208000;400734
1744;0;12030;Stockholm;08-53524100;49;62010;2001;Data, IT & Telekommunikation;663888;875,04;17925000;27;45088000;-8536
1745;1;11447;Stockholm;08-54675570;49;73111;2001;Reklam, Pr & Marknadsundersökning;473210;700,21;8991000;183;173691000;2784
1746;0;11853;Stockholm;08-7400000;49;73111;2001;Reklam, Pr & Marknadsundersökning;606227;868,45;13337000;252;130426000;5968
1747;1;11226;Stockholm;08-55509650;49;66120;2001;Bank, Finans & Försäkring;1046160;1763,68;26154000;25;81267000;-3751
1748;1;17148;Solna;08-835330;49;26300;2001;Tillverkning & Industri;418214;358,92;5855000;13;6255000;-1863
1749;0;79070;Furudal;0258-31200;49;16231;2001;Tillverkning & Industri;390938;548,1;19156000;49;110553000;-270
1750;1;16446;Kista;08-50595100;49;71123;2001;Teknisk Konsultverksamhet;656096;910,36;20339000;33;33023000;1869
1751;0;10462;Stockholm;08-56849440;49;70220;2001;Juridik, Ekonomi & Konsulttjänster;560424;874,39;18494000;33;40822000;-5243
1752;1;30243;Halmstad;08-6407000;49;70220;2001;Juridik, Ekonomi & Konsulttjänster;508034;903,66;14733000;29;42187000;2001
1753;1;58273;Linköping;070-6247497;49;71129;2001;Teknisk Konsultverksamhet;405250;733,45;3242000;11;14516000;2761
1754;0;13226;Saltsjö-Boo;08-7150770;49;25110;2001;Tillverkning & Industri;386380;500,15;8114000;20;26972000;718
1755;0;21138;Malmö;040-6501250;49;71121;2001;Bygg-, Design- & Inredningsverksamhet;540648;835,06;127593000;236;316122000;21795
1756;0;59535;Mjölby;072-5239788;49;25620;2001;Tillverkning & Industri;462619;662,79;19430000;42;132800000;6638
1757;0;26439;Klippan;0435-443430;49;33120;2001;Reparation & Installation;406064;574,95;31673000;104;141137000;5057
1758;0;21420;Malmö;040-330290;49;47112;2001;Detaljhandel;363045;491,41;7987000;22;95173000;7162
1759;0;54132;Skövde;010-1012000;49;62010;2001;Data, IT & Telekommunikation;516379;743,81;40794000;79;135461000;11252
1760;0;10422;Stockholm;08-55529000;49;78100;2001;Bemanning & Arbetsförmedling;449849;719,35;92669000;206;248303000;19067
1761;0;19402;Upplands Väsby;08-4745400;49;70100;2001;Motorfordonshandel;749032;1165,06;23220000;121;4065308000;-218613
1762;0;18302;Täby;08-7536030;49;46731;2001;Partihandel;520228;776,76;18208000;38;91126000;4672
1763;1;18253;Danderyd;08-6636990;49;26200;2001;Tillverkning & Industri;660858;949,49;261700000;917;1327000000;-209000
1764;0;33393;Skeppshult;0371-36500;49;25999;2001;Tillverkning & Industri;365875;532,85;14635000;40;52853000;4118
1765;0;45930;Ljungskile;0522-22000;49;30990;2001;Tillverkning & Industri;328545;570,52;10842000;33;86576000;13547
1766;0;12343;Farsta;08-6479050;49;43320;2001;Fastighetsverksamhet;596921;903,97;22683000;38;342154000;28933
1767;0;14743;Tumba;070-3812150;49;43999;2001;Bygg-, Design- & Inredningsverksamhet;376209;583,07;16177000;42;125766000;17523
1768;0;10074;Stockholm;08-7799300;49;46440;2001;Partihandel;551120;844,55;41334000;76;351453000;33754
1769;0;59794;Åtvidaberg;0120-35930;49;25620;2001;Tillverkning & Industri;347896;497,96;10089000;26;43034000;277
1770;0;85462;Sundsvall;060-661680;49;43210;2001;Bygg-, Design- & Inredningsverksamhet;471095;528,29;9893000;24;41901000;2725
1771;0;14146;Huddinge;08-295700;49;41200;2001;Bygg-, Design- & Inredningsverksamhet;429894;640,19;24504000;57;234448000;25162
1772;0;28344;Osby;0479-18660;49;25620;2001;Tillverkning & Industri;418793;645,17;12145000;29;84219000;221
1773;0;11446;Stockholm;08-54588055;49;78200;2001;Bemanning & Arbetsförmedling;442879;637,75;103191000;233;229299000;16729
1774;0;24138;Eslöv;0413-60304;49;25610;2001;Tillverkning & Industri;408150;549,79;8163000;19;23216000;666
1775;0;82530;Iggesund;0650-30181;49;28950;2001;Tillverkning & Industri;372230;578,96;9678000;24;27485000;1736
1776;0;13548;Tyresö;08-6598440;49;43210;2001;Bygg-, Design- & Inredningsverksamhet;391260;698,5;8999000;24;49272000;2400
1777;0;16343;Spånga;08-282940;49;46720;2001;Partihandel;449343;647,22;14379000;32;66615000;7163
1778;0;59522;Mjölby;0142-299950;49;47112;2001;Detaljhandel;450400;414,15;9008000;33;111327000;4880
1779;0;12162;Johanneshov;08-4487470;49;71124;2001;Teknisk Konsultverksamhet;533647;801;9072000;20;27188000;7399
1780;0;17263;Sundbyberg;08-58537500;49;71121;2001;Bygg-, Design- & Inredningsverksamhet;601722;947,08;21662000;36;44375000;528
1781;1;16867;Bromma;;49;46660;2001;Partihandel;485230;659,38;12616000;24;46955000;1238
1782;0;40271;Göteborg;031-7623200;49;43222;2001;Bygg-, Design- & Inredningsverksamhet;594792;0,89;66022000;111;387143000;30150
1783;0;72130;Västerås;021-410455;49;71123;2001;Teknisk Konsultverksamhet;502954;755,4;43757000;87;87190000;1826
1784;0;54150;Skövde;0500-446070;49;71110;2001;Bygg-, Design- & Inredningsverksamhet;383933;735,38;5759000;24;30746000;1679
1785;1;40271;Göteborg;0708-186186;49;62020;2002;Data, IT & Telekommunikation;368612;630,26;11427000;39;36217000;1033
1786;0;22220;Lund;046-184380;49;88991;2002;Hälsa & Sjukvård;448789;659,1;8527000;20;19913000;1500
1787;0;42536;Hisings Kärra;0303-94550;49;16231;2002;Tillverkning & Industri;396553;557,88;25776000;65;208584000;18044
1788;0;57693;Rörvik;0382-21280;49;16231;2002;Tillverkning & Industri;431673;629,24;21152000;49;149695000;5560
1789;1;21376;Malmö;040-6808160;49;46521;2002;Partihandel;559166;920,31;10065000;29;132540000;11288
1790;0;18625;Vallentuna;073-5033891;49;85100;2002;Utbildning, Forskning & Utveckling;304806;425,27;9449000;30;17559000;682
1791;0;16474;Kista;010-2078400;49;46691;2002;Partihandel;484970;784,88;16489000;34;128578000;6827
1792;0;85650;Sundsvall;010-4474800;49;71121;2002;Bygg-, Design- & Inredningsverksamhet;597153;871,19;15526000;31;62264000;9172
1793;0;72133;Västerås;021-304500;49;46660;2002;Partihandel;347470;562,32;5907000;22;49387000;1901
1794;0;26721;Bjuv;042-4009430;49;25620;2002;Tillverkning & Industri;380948;647,97;14857000;35;70586000;-253
1795;0;16865;Bromma;08-40300000;49;46521;2002;Partihandel;748722;1138,28;13477000;18;174747000;57994
1796;1;14175;Kungens Kurva;08-7102190;49;46510;2002;Partihandel;510416;743,36;6125000;14;53526000;-1796
1797;1;23053;Alnarp;070-2966680;49;72190;2002;Utbildning, Forskning & Utveckling;391615;720,13;5091000;15;17543000;1341
1798;0;59753;Åtvidaberg;0120-24965;49;16231;2002;Tillverkning & Industri;334000;476,92;6680000;26;44926000;882
1799;0;13172;Nacka;08-6486000;49;41200;2002;Bygg-, Design- & Inredningsverksamhet;502400;735,77;20096000;40;261137000;-24210
1800;0;44370;Gråbo;070-5444342;49;43999;2002;Bygg-, Design- & Inredningsverksamhet;333884;658,88;8681000;25;42104000;1481
1801;1;41122;Göteborg;031-7111517;49;47714;2002;Detaljhandel;261588;385,18;8894000;39;57217000;1810
1802;0;70223;Örebro;019-170760;49;78100;2002;Bemanning & Arbetsförmedling;104000;422,09;416000;22;11038000;33
1803;0;43254;Varberg;0340-12225;49;88102;2002;Hälsa & Sjukvård;363977;496,91;16379000;45;23292000;-957
1804;1;18261;Djursholm;08-7923663;49;88102;2002;Hälsa & Sjukvård;412451;570,94;123323000;299;185215000;4622
1805;1;89125;Örnsköldsvik;0660-299520;49;62020;2002;Data, IT & Telekommunikation;534937;804,38;8559000;16;23314000;150
1806;0;19602;Kungsängen;08-59001100;49;70100;2002;Motorfordonshandel;414000;672,38;10764000;218;2038830000;-1577
1807;0;21241;Malmö;040-597680;49;46699;2002;Partihandel;432142;701,27;9075000;22;62321000;2916
1808;0;20039;Malmö;040-6303950;49;12000;2002;Livsmedelsframställning;569000;837,08;64297000;113;342048000;38769
1809;0;17173;Solna;08-7356100;49;62010;2002;Data, IT & Telekommunikation;537093;816,95;23095000;74;136186000;9876
1810;0;16732;Bromma;08-56460638;49;43341;2002;Bygg-, Design- & Inredningsverksamhet;381413;561,74;11061000;34;59997000;8909
1811;1;11541;Stockholm;08-54581170;49;93119;2002;Kultur, Nöje & Fritid;456900;536,74;4569000;19;25080000;-524
1812;0;57473;Landsbro;0383-60860;49;31030;2002;Tillverkning & Industri;391730;567,47;30555000;78;142361000;-8074
1813;0;18713;Täby;08-7530201;49;43999;2002;Bygg-, Design- & Inredningsverksamhet;382761;487,49;8038000;39;96156000;6125
1814;0;45193;Uddevalla;070-3464041;49;52290;2002;Transport & Magasinering;362555;550,58;6526000;24;38872000;1283
1815;0;57161;Bodafors;;49;31090;2002;Tillverkning & Industri;391658;567,22;16058000;41;81323000;5293
1816;0;43632;Askim;031-685560;49;43210;2002;Bygg-, Design- & Inredningsverksamhet;352571;518,2;7404000;20;28178000;50
1817;0;41140;Göteborg;031-7884100;49;70220;2002;Juridik, Ekonomi & Konsulttjänster;500130;746,5;23006000;46;77238000;-381
1818;1;70210;Örebro;019-5000120;49;62020;2002;Data, IT & Telekommunikation;499235;686,62;8487000;24;22554000;1263
1819;0;21120;Malmö;040-6306051;49;47410;2002;Detaljhandel;441894;721,7;16792000;40;67086000;-292
1820;0;41121;Göteborg;031-109500;49;71110;2002;Bygg-, Design- & Inredningsverksamhet;506787;854,03;16724000;30;38473000;3712
1821;0;30250;Halmstad;035-144290;49;26700;2002;Tillverkning & Industri;362459;578,41;13411000;39;64692000;-1752
1822;1;10395;Stockholm;08-4585350;49;70220;2002;Juridik, Ekonomi & Konsulttjänster;672417;1078,94;53121000;79;125112000;5345
1823;0;43149;Mölndal;031-281220;49;78200;2002;Bemanning & Arbetsförmedling;300385;405,58;99728000;332;145372000;-654
1824;0;23236;Arlöv;040-127165;49;43320;2002;Bygg-, Design- & Inredningsverksamhet;363421;489,07;13810000;42;80232000;3474
1825;0;11330;Stockholm;08-41055650;49;73119;2002;Reklam, Pr & Marknadsundersökning;472400;774;16534000;47;75318000;6141
1826;0;27237;Simrishamn;0414-14680;49;10120;2003;Livsmedelsframställning;294666;413,48;7956000;27;56508000;-3432
1827;0;80310;Gävle;026-4979346;49;71124;2002;Teknisk Konsultverksamhet;406277;685,26;7313000;19;20698000;5442
1828;0;51250;Svenljunga;0771-101100;49;47917;2002;Detaljhandel;367972;643,45;13247000;44;73193000;-2387
1829;0;72108;Västerås;021-106600;49;62010;2002;Data, IT & Telekommunikation;513673;814,84;25170000;49;90731000;4512
1830;1;18740;Täby;08-7165300;49;66290;2002;Bank, Finans & Försäkring;490529;1283,35;8339000;20;36654000;3253
1831;0;75450;Uppsala;070-4214355;49;41200;2002;Bygg-, Design- & Inredningsverksamhet;349285;608,61;9780000;28;57526000;4009
1832;0;18775;Täby;020-252900;49;43290;2002;Bygg-, Design- & Inredningsverksamhet;362936;522,96;17058000;47;103775000;-1731
1833;0;28942;Broby;044-46230;49;16232;2002;Tillverkning & Industri;346000;478,16;9688000;32;59706000;1419
1834;0;17527;Järfälla;08-52024600;49;26110;2002;Tillverkning & Industri;526846;818,71;75339000;143;187276000;-24796
1835;0;78697;Björbo;0241-23500;49;23610;2002;Tillverkning & Industri;362861;509,26;23586000;69;120481000;9382
1836;0;30241;Halmstad;010-4567200;49;62010;2003;Data, IT & Telekommunikation;454727;674,89;30012000;66;136573000;24271
1837;0;16904;Solna;08-50104000;49;64991;2002;Bank, Finans & Försäkring;631083;938,25;7573000;12;13456000;356
1838;1;11148;Stockholm;08-4113040;49;70220;2003;Juridik, Ekonomi & Konsulttjänster;716500;1508,77;10031000;13;36979000;5201
1839;1;17562;Järfälla;08-50025590;49;43342;2003;Bygg-, Design- & Inredningsverksamhet;508833;733,57;12212000;23;50711000;-624
1840;1;17154;Solna;08-51067480;49;82190;2003;Företagstjänster;297680;334,78;7442000;23;8698000;-816
1841;0;11153;Stockholm;08-50892200;49;62010;2003;Data, IT & Telekommunikation;604387;981,37;88845000;147;260169000;31989
1842;0;40020;Göteborg;031-7333000;49;26700;2003;Tillverkning & Industri;461318;7359;20298000;4;197394000;31151
1843;0;86136;Timrå;060-6062000;49;22290;2003;Tillverkning & Industri;371983;776,49;21947000;72;190255000;5728
1844;1;55302;Jönköping;036-50950;49;22290;2003;;434045;1020,77;9549000;26;57749000;2542
1845;0;12177;Johanneshov;08-4480640;49;78200;2003;Bemanning & Arbetsförmedling;422208;578,51;60798000;144;100643000;352
1846;0;11459;Stockholm;08-6647733;49;62010;2003;Data, IT & Telekommunikation;424800;715,08;6372000;24;26264000;2174
1847;0;42671;Västra Frölunda;0771-761900;49;80100;2003;Företagstjänster;375660;530,05;57476000;153;104788000;527
1848;0;11645;Stockholm;08-54516880;49;78200;2003;Bemanning & Arbetsförmedling;363740;496,36;144405000;410;355329000;18361
1849;0;14502;Norsborg;08-53193500;49;18122;2003;Tillverkning & Industri;414846;698,65;10786000;23;53662000;5567
1850;0;12823;Skarpnäck;08-6610230;49;43330;2003;Bygg-, Design- & Inredningsverksamhet;414800;676,96;10370000;23;100297000;10308
1851;0;27539;Sjöbo;0416-511710;49;10840;2003;Livsmedelsframställning;342150;499,52;6843000;21;65790000;1539
1852;0;89122;Örnsköldsvik;0660-75191;49;74900;2003;Teknisk Konsultverksamhet;524666;770,67;15740000;30;44649000;2435
1853;0;16967;Solna;08-55506800;49;62020;2003;Data, IT & Telekommunikation;808951;1254,32;33167000;41;150968000;-12927
1854;0;41834;Göteborg;031-542560;49;71200;2003;Teknisk Konsultverksamhet;407000;700,2;10582000;25;36046000;4855
1855;0;72106;Västerås;021-4702095;49;71122;2003;Teknisk Konsultverksamhet;711687;1097,71;11387000;17;25188000;4049
1856;0;10422;Stockholm;08-55529000;49;58290;2003;Data, IT & Telekommunikation;507459;766;18776000;37;69466000;6091
